loan_amount,annual_income,credit_score,employment_years,debt_to_income,num_credit_lines,num_delinquencies,loan_purpose,default
18272,130861,620,9,0.62,8,8,education,0
27619,89918,545,29,0.56,13,8,business,0
10533,101985,776,26,0.43,2,6,personal,0
40895,102799,558,28,0.66,12,8,auto,1
4720,110179,392,27,0.63,9,2,business,1
20267,94944,832,12,0.42,1,6,auto,0
16696,109142,638,27,0.1,12,0,education,0
30968,47603,559,3,0.45,12,6,home,1
24345,66458,536,20,0.3,3,2,home,1
26693,90605,440,29,0.43,8,2,auto,0
20385,39623,779,9,0.5,13,6,personal,0
19122,64440,649,11,0.5,17,7,education,1
2364,102427,429,13,0.52,10,3,business,0
3708,27704,836,26,0.53,15,0,education,0
13982,113826,310,2,0.13,9,4,personal,1
18308,47460,556,27,0.18,18,9,business,1
33919,103045,668,1,0.49,8,3,personal,0
26161,102805,693,27,0.34,14,8,education,0
36089,137529,718,18,0.58,11,2,education,1
14865,93511,318,10,0.14,13,3,auto,0
1495,130373,409,20,0.18,16,9,personal,0
45755,26565,736,6,0.44,14,2,home,0
3148,108003,804,17,0.4,9,2,personal,0
34324,24870,333,28,0.24,9,6,personal,1
14393,38909,587,13,0.34,19,4,business,1
2552,29117,554,6,0.07,5,4,business,0
36853,138903,433,21,0.08,15,3,auto,0
33924,87474,798,29,0.12,11,9,home,0
9926,113926,696,6,0.45,19,7,education,0
31851,64322,786,22,0.65,6,0,home,0
24889,147463,512,8,0.23,10,8,home,1
40930,121536,649,22,0.07,16,8,home,0
9055,40128,318,29,0.55,5,4,auto,1
5654,140909,418,11,0.65,18,0,auto,1
23634,117317,601,28,0.15,19,1,home,0
33363,89001,584,5,0.32,10,1,education,1
12468,20440,526,25,0.16,10,5,education,1
33922,80955,806,23,0.12,12,9,education,1
41718,69613,800,6,0.5,3,8,auto,1
49091,143491,511,21,0.73,4,2,business,1
18380,90949,655,3,0.52,12,7,education,1
27870,31663,786,15,0.74,7,1,business,0
38394,124059,620,6,0.35,12,4,home,0
15259,123316,522,27,0.68,3,3,education,0
15873,39547,490,7,0.19,18,4,home,1
14016,101662,799,7,0.13,19,3,home,0
43137,125056,794,27,0.54,5,0,personal,0
1153,20005,536,27,0.31,14,0,home,0
8853,123080,321,19,0.27,8,5,home,0
13379,27038,626,25,0.52,15,7,auto,0
16792,26414,844,24,0.28,16,6,home,1
39367,107659,426,2,0.45,18,3,education,1
19100,89506,664,8,0.26,11,4,auto,0
48553,96586,343,18,0.6,2,7,personal,1
12049,22606,818,12,0.27,10,5,personal,0
1786,36482,427,6,0.42,11,7,home,0
5368,118829,429,19,0.07,5,5,business,1
31699,91873,828,20,0.6,17,7,personal,0
48691,53948,620,28,0.48,1,3,personal,0
38040,109987,485,14,0.18,14,9,personal,0
28454,111801,647,18,0.2,15,1,education,0
39762,111250,780,1,0.23,7,2,business,0
24600,40875,660,11,0.45,8,4,home,0
30238,33057,586,7,0.43,16,3,home,0
26241,52400,481,29,0.24,13,4,auto,1
20810,91458,750,22,0.54,5,0,education,0
21167,88607,396,22,0.67,3,0,business,0
22811,107561,613,7,0.08,13,1,auto,0
40779,47503,845,12,0.34,19,1,business,0
21085,43765,320,0,0.47,12,7,personal,1
47854,121096,796,27,0.46,19,9,business,0
10261,139466,702,23,0.06,17,3,auto,0
19733,66612,423,9,0.2,11,5,education,0
40779,118318,418,27,0.09,3,1,education,1
30079,104335,776,29,0.45,2,0,personal,0
34980,120989,402,29,0.5,14,6,home,1
15141,113012,632,20,0.16,17,3,auto,0
10344,101748,758,23,0.28,2,3,home,0
40472,29428,429,8,0.28,18,1,personal,0
16896,51419,433,28,0.62,15,8,business,0
24817,85195,456,1,0.19,12,1,business,1
30813,93695,724,18,0.43,16,4,personal,0
19895,109846,734,21,0.6,16,5,education,0
1143,122404,688,24,0.63,7,2,auto,0
11681,59142,617,13,0.52,6,2,personal,1
8367,91540,804,9,0.26,14,5,personal,0
4228,58289,489,9,0.63,8,4,auto,1
5582,96948,710,7,0.57,19,4,education,1
14147,78951,351,13,0.54,19,4,education,1
12397,31755,745,12,0.1,12,8,auto,0
39799,141843,743,5,0.08,9,7,home,1
38011,137985,681,20,0.54,9,3,business,0
14647,104553,673,29,0.71,5,5,auto,1
28718,23890,674,12,0.59,14,4,education,1
45264,114376,688,2,0.63,1,5,home,0
43317,145688,778,27,0.43,3,7,personal,1
48914,37175,703,19,0.26,11,5,personal,0
20097,94727,767,28,0.52,4,5,personal,1
37953,85687,804,12,0.55,1,1,business,0
46254,104983,382,22,0.52,6,6,education,1
41096,108287,618,22,0.71,10,2,home,0
18107,114711,366,18,0.31,4,6,education,0
4010,44288,713,15,0.08,17,4,business,1
6555,66629,752,3,0.69,5,3,business,1
1067,136779,497,2,0.16,2,9,auto,0
29412,67800,558,14,0.54,1,0,education,0
45953,57367,597,14,0.66,16,7,personal,0
35305,97810,579,17,0.27,7,1,auto,0
12549,97754,599,21,0.63,3,9,education,1
6680,109328,428,6,0.28,14,7,auto,1
26739,88513,797,19,0.61,19,6,auto,0
22209,102762,737,4,0.1,16,2,home,0
42515,49022,591,7,0.51,6,6,auto,1
23432,89329,506,24,0.52,1,0,business,1
16116,79414,593,22,0.39,7,4,personal,0
21045,21659,328,9,0.53,11,1,home,1
27327,77941,478,29,0.7,18,1,auto,0
36709,57930,340,0,0.56,9,2,home,0
44617,63473,769,10,0.72,3,6,personal,0
27905,147015,491,29,0.36,8,1,personal,1
8067,75598,643,2,0.42,8,3,home,0
33559,36040,577,26,0.23,1,3,education,0
43919,89806,654,20,0.74,10,0,personal,1
18985,33286,828,2,0.09,15,6,business,0
28369,89139,385,14,0.3,10,3,business,0
18864,132076,616,16,0.26,8,0,auto,0
23614,75916,636,17,0.32,2,2,education,0
48894,37600,444,7,0.69,18,7,education,1
16613,22291,614,22,0.31,2,3,auto,0
7447,33123,524,12,0.69,19,0,personal,0
6499,149303,722,9,0.35,9,6,home,0
40041,23811,353,2,0.65,10,7,education,1
32315,98883,367,19,0.42,4,4,education,0
2299,51276,633,13,0.27,1,8,personal,0
40469,74145,376,12,0.36,11,6,home,0
5994,66619,838,2,0.35,2,3,business,0
30878,101049,454,12,0.23,4,8,education,1
16627,90678,371,19,0.25,15,5,personal,0
8489,108782,800,23,0.18,13,7,education,0
27111,111043,746,24,0.29,1,1,business,0
33355,46714,658,22,0.49,2,4,auto,0
9269,75685,576,8,0.32,6,2,personal,0
3831,32194,612,29,0.55,7,4,home,1
45370,93062,404,24,0.74,19,7,auto,1
12819,84037,394,15,0.31,4,5,home,1
25813,39362,518,22,0.37,18,0,business,1
22637,74499,427,22,0.16,9,6,home,1
2996,66281,499,7,0.32,11,9,education,0
45387,82813,631,11,0.56,5,0,business,1
4089,64852,846,25,0.2,1,0,auto,0
34291,142621,591,27,0.18,2,3,education,0
21659,131653,365,11,0.31,3,8,education,0
46178,67836,703,18,0.62,17,7,business,1
31429,24595,445,23,0.49,2,9,home,0
16732,115930,829,16,0.72,1,2,home,0
20506,35402,701,28,0.68,2,5,auto,0
41935,145798,424,14,0.16,8,0,business,0
6190,85283,813,21,0.08,13,9,auto,0
5575,112676,631,17,0.33,14,0,personal,0
41495,108131,779,6,0.42,12,5,business,0
49146,62723,697,12,0.41,9,4,personal,0
35565,71322,329,18,0.14,19,5,auto,0
35899,66764,355,15,0.14,7,8,personal,1
24706,44911,431,10,0.08,10,4,personal,0
48668,111288,530,25,0.65,3,1,education,0
23884,39405,694,4,0.71,19,0,education,0
18199,78122,451,25,0.13,17,1,auto,0
45100,109756,801,1,0.2,8,7,auto,0
40434,119489,805,0,0.11,18,0,home,0
13479,121589,685,15,0.66,7,5,personal,1
35178,148909,832,4,0.72,7,4,home,0
13665,23447,747,24,0.23,16,9,home,1
1534,73143,425,24,0.26,15,8,business,0
27292,82906,788,6,0.3,14,3,home,0
37132,30662,745,29,0.4,16,4,home,0
37110,83001,769,8,0.53,9,4,personal,1
23469,78282,648,3,0.4,10,1,home,0
47233,24899,807,18,0.72,15,1,personal,0
38268,48582,756,26,0.12,10,8,personal,0
2172,134364,684,19,0.61,2,2,home,0
28914,87471,747,14,0.28,5,5,personal,0
21901,143513,414,6,0.31,8,3,auto,0
41775,62213,751,23,0.55,6,3,auto,1
35409,127578,418,17,0.7,6,4,personal,1
20324,95871,392,4,0.55,1,4,auto,0
9738,103205,820,20,0.59,16,6,business,0
38494,94081,837,28,0.58,18,6,education,0
45557,125783,732,24,0.27,3,0,auto,0
25054,123559,444,28,0.58,7,5,home,1
30709,103805,367,28,0.6,12,3,auto,0
44785,144698,430,12,0.42,10,1,business,0
21107,57830,580,2,0.43,10,5,business,1
1363,27066,812,27,0.58,9,6,business,1
11358,30712,300,5,0.62,11,1,auto,1
37077,101527,731,25,0.29,19,1,education,0
4240,149453,690,11,0.61,8,9,home,1
7665,146888,565,20,0.62,18,6,education,1
46689,121326,698,17,0.21,4,8,auto,0
2936,145464,555,17,0.55,2,2,education,1
47736,85365,694,3,0.18,13,2,personal,0
26538,107185,473,27,0.12,14,7,home,0
44965,119851,344,19,0.45,15,1,personal,0
12998,50806,440,22,0.69,13,8,personal,1
1882,32210,838,13,0.07,6,6,education,0
21224,56972,349,27,0.63,6,7,personal,1
40691,125894,360,13,0.4,1,8,home,0
47476,54136,542,0,0.65,15,2,personal,1
31825,64297,568,10,0.64,6,5,auto,1
6204,136445,439,21,0.66,15,7,home,1
29885,35945,456,26,0.59,15,0,auto,0
41056,115201,575,28,0.64,14,5,auto,1
4203,62477,330,8,0.17,10,2,business,0
3244,99180,307,17,0.26,8,7,business,0
33786,90453,332,27,0.22,4,8,auto,0
4083,105404,751,4,0.57,6,4,personal,0
22584,97413,748,9,0.16,17,1,auto,0
9521,33224,336,14,0.18,7,6,auto,0
34541,23052,333,26,0.67,12,5,business,1
30063,47272,754,9,0.54,4,5,education,1
5732,61150,743,15,0.66,14,0,education,1
28518,116204,536,3,0.15,4,0,education,0
40563,37316,511,3,0.33,16,5,auto,0
40752,73389,439,7,0.25,1,5,auto,0
30697,83332,660,29,0.06,18,3,personal,0
3567,27240,603,5,0.25,19,7,business,0
17121,117095,595,22,0.32,10,8,auto,1
2674,88774,451,10,0.11,5,5,home,1
11875,63175,522,27,0.45,13,9,home,1
45340,20565,495,24,0.32,6,7,business,1
1739,107298,598,12,0.08,4,7,home,0
2545,91094,828,18,0.54,16,1,home,0
30140,36375,787,10,0.56,8,3,business,1
10327,45710,510,1,0.63,16,0,auto,1
6127,69895,531,2,0.39,11,0,auto,0
24331,143552,666,14,0.73,1,5,personal,1
24004,96639,780,23,0.69,18,6,auto,0
42833,35174,478,12,0.44,4,4,home,1
11492,127026,783,24,0.36,11,7,home,0
14749,107329,794,9,0.05,10,8,personal,0
24508,47597,846,4,0.55,16,3,business,0
10045,94289,315,23,0.45,10,0,home,0
21116,58397,765,29,0.71,5,5,auto,0
19667,91854,701,10,0.47,18,0,auto,0
10521,53069,593,22,0.74,11,1,auto,0
9669,105687,470,27,0.65,3,3,home,0
28302,138968,331,13,0.72,9,3,education,1
12283,60274,562,27,0.28,15,5,home,0
31935,94237,514,28,0.15,19,7,home,0
7998,92498,488,24,0.61,19,2,education,1
29806,58197,560,19,0.6,5,5,education,1
32624,68634,481,14,0.2,6,2,auto,0
14440,50041,804,12,0.59,4,1,auto,0
46465,27248,641,25,0.46,12,3,auto,0
47501,105365,321,2,0.13,5,3,home,0
22797,22203,373,8,0.4,3,1,business,0
2269,71986,465,7,0.7,10,2,personal,0
8868,45370,533,14,0.4,13,8,business,1
31251,55247,674,22,0.6,4,9,education,0
13373,144403,732,0,0.07,8,8,home,0
19987,139544,633,1,0.56,1,9,home,1
39729,95922,839,8,0.71,2,6,personal,0
16734,145408,334,20,0.4,4,1,business,1
43429,20434,743,16,0.29,1,4,education,1
42337,82982,530,8,0.5,7,7,personal,0
41325,85180,617,0,0.69,5,0,home,0
19064,128534,642,7,0.17,13,0,personal,0
9433,54474,729,4,0.33,13,5,auto,0
49421,44644,765,29,0.16,8,6,business,1
10111,58493,378,10,0.4,17,6,education,0
39450,103824,748,27,0.43,10,2,auto,0
49247,141706,581,5,0.71,10,9,business,0
16047,23959,356,16,0.34,2,3,auto,1
9084,67289,490,17,0.45,6,8,personal,1
22751,31143,762,22,0.67,1,9,education,0
17453,59593,341,17,0.27,18,3,personal,0
21308,59115,785,4,0.52,3,4,personal,1
39968,131145,472,26,0.58,7,5,business,0
31077,42540,549,24,0.28,16,6,education,0
44046,55481,809,4,0.17,3,4,education,0
35775,115505,801,27,0.4,6,6,personal,0
49570,97097,492,18,0.3,4,1,education,0
47097,42578,464,26,0.24,16,6,home,0
25503,32787,389,12,0.73,3,4,education,0
3779,92048,357,21,0.4,4,9,personal,1
22304,141555,562,6,0.65,11,4,home,1
1755,72879,542,25,0.19,17,5,home,0
40263,30596,518,13,0.71,19,8,business,1
43955,117282,308,26,0.61,8,3,personal,1
43281,80669,729,25,0.62,14,4,education,1
18400,39930,312,26,0.32,16,4,home,0
41115,67950,524,7,0.39,19,2,personal,0
15249,115737,366,2,0.47,16,2,business,0
48647,38687,802,26,0.6,10,0,auto,0
47825,72833,483,3,0.64,15,3,auto,1
45825,142540,507,9,0.1,4,8,education,1
25600,55989,827,3,0.68,4,1,auto,0
38706,50183,599,17,0.71,13,9,home,1
20222,40758,540,22,0.47,12,3,home,0
34505,21082,754,11,0.18,15,8,personal,1
39968,126941,829,19,0.62,13,8,education,1
42139,116368,543,19,0.43,6,7,personal,1
42302,65891,537,14,0.62,14,1,personal,1
30148,65810,545,12,0.62,3,2,education,0
23302,66901,644,11,0.11,8,5,personal,0
3623,103512,783,7,0.47,12,1,auto,0
9646,123912,609,21,0.39,14,2,business,0
14543,91062,583,21,0.71,5,0,personal,1
29960,116622,337,26,0.26,2,3,home,0
23785,41563,331,8,0.19,10,5,home,1
13817,92008,542,19,0.68,3,0,auto,1
32406,22775,591,8,0.15,10,0,personal,1
24456,35828,591,16,0.53,9,7,personal,0
24777,130312,681,26,0.26,17,6,education,1
21914,145933,437,24,0.45,6,6,personal,0
30553,37974,499,0,0.48,9,6,personal,1
24548,42388,634,22,0.34,3,4,home,0
38265,100591,746,5,0.73,7,3,education,1
41701,141918,647,6,0.14,12,6,personal,0
7727,38615,577,8,0.32,18,2,auto,0
45924,57886,831,9,0.35,10,8,personal,0
33427,42838,698,3,0.49,2,1,education,0
17692,60728,690,15,0.34,17,0,auto,0
32625,136249,309,11,0.12,3,7,auto,1
25918,98000,848,8,0.71,1,5,auto,0
42395,72798,358,2,0.34,8,3,home,0
42136,125900,387,25,0.29,13,9,home,1
16577,92776,758,26,0.36,11,8,auto,0
20619,90478,403,26,0.2,8,4,home,1
47240,39622,403,8,0.12,1,0,auto,0
34710,33536,553,28,0.15,2,0,auto,1
38388,87136,634,16,0.17,18,6,business,1
17195,25700,762,13,0.19,18,0,home,0
28689,58839,848,4,0.34,9,5,business,0
12154,30248,600,25,0.49,7,6,auto,0
40121,65291,640,20,0.49,9,9,auto,1
30412,102629,791,0,0.05,10,4,business,1
22341,104891,383,0,0.69,2,2,education,1
33018,145612,558,2,0.63,5,2,auto,0
10145,37177,659,8,0.72,17,1,home,1
43262,39483,386,22,0.3,2,0,personal,0
47330,63815,727,5,0.52,10,7,personal,0
23223,140718,666,8,0.17,1,8,personal,0
3880,58533,642,3,0.62,12,1,business,1
22271,20026,646,19,0.16,15,3,auto,0
34313,124997,395,18,0.28,6,2,education,0
47900,80611,554,4,0.39,14,3,home,0
14304,107242,435,4,0.47,14,3,personal,0
35695,44660,547,27,0.44,15,7,personal,1
31225,75103,798,13,0.12,1,2,home,0
21536,72253,785,9,0.35,17,2,personal,0
31831,124913,701,22,0.7,11,5,business,0
12673,62082,711,15,0.66,15,2,auto,0
22917,36258,747,22,0.46,16,4,auto,1
28829,123613,546,5,0.45,9,3,education,0
16372,118315,720,19,0.13,12,3,business,0
26938,109690,423,22,0.19,2,1,education,0
3663,115220,559,13,0.23,15,8,personal,0
48801,35389,468,17,0.39,9,4,auto,1
10465,111860,410,28,0.56,16,4,education,1
4326,47685,589,27,0.37,17,6,education,1
4659,79220,312,8,0.14,4,2,business,1
28594,47195,562,6,0.36,8,5,personal,1
5763,41797,322,17,0.16,7,0,home,1
24121,131975,499,9,0.58,6,4,business,1
11828,91310,541,1,0.17,5,4,business,0
48588,117169,538,12,0.39,10,8,personal,1
12221,134867,602,5,0.54,3,4,home,0
12211,86332,464,26,0.21,17,7,business,1
14569,125583,475,22,0.1,16,2,education,0
32358,113925,328,8,0.44,11,5,education,0
38860,82907,834,19,0.09,13,1,education,0
7022,27188,593,7,0.46,18,8,education,0
46337,43696,776,29,0.58,14,5,home,1
14515,22024,682,9,0.28,2,4,personal,0
7159,93202,595,15,0.39,12,8,personal,1
46991,55985,633,14,0.7,10,0,home,0
42213,26584,547,12,0.38,7,2,personal,0
22691,110998,540,17,0.75,2,1,education,1
25904,47044,405,5,0.16,18,8,home,1
44790,146267,422,19,0.55,17,5,education,1
4044,25285,334,23,0.51,16,5,personal,1
10612,83115,715,8,0.66,2,4,business,0
6636,27370,626,17,0.11,11,3,home,0
12593,37903,594,6,0.25,19,3,auto,0
49947,52499,731,22,0.14,7,1,auto,0
3892,117904,646,23,0.7,17,6,education,1
22672,42995,336,28,0.35,15,5,personal,0
6812,125160,811,4,0.69,9,2,education,0
32085,55200,834,10,0.26,12,6,auto,0
1654,108377,317,12,0.14,8,8,home,0
18143,90402,326,2,0.26,2,9,education,0
2798,33566,835,0,0.47,17,0,personal,0
38927,57822,328,3,0.64,16,9,auto,0
30087,127412,416,18,0.32,16,7,home,0
12618,71222,431,17,0.69,3,1,education,1
9446,114088,588,5,0.22,19,0,home,1
22646,120085,535,22,0.54,16,8,business,1
37591,110450,341,9,0.56,11,1,auto,1
49867,70668,459,6,0.24,9,6,education,1
28200,129366,424,11,0.07,14,6,home,1
30571,130078,559,7,0.31,2,0,education,1
23538,83853,575,12,0.08,13,9,personal,1
41555,74643,512,29,0.68,5,0,personal,0
44964,143794,772,17,0.72,14,6,education,0
21900,42333,730,13,0.56,1,5,auto,1
23356,35958,379,10,0.56,6,3,education,1
24023,72442,527,27,0.22,11,2,education,0
40148,40954,394,9,0.1,17,4,education,1
18392,95174,723,28,0.61,14,4,education,1
21698,119683,815,5,0.44,14,2,auto,0
43470,29675,464,12,0.53,7,5,business,1
27535,109590,725,21,0.6,19,2,business,1
36450,128570,341,9,0.34,6,3,home,1
34757,51661,702,11,0.15,13,2,auto,0
13476,84289,715,0,0.61,10,5,auto,0
42214,37184,599,17,0.37,19,8,auto,0
5711,67963,354,12,0.63,10,2,personal,1
7479,45822,635,24,0.36,5,0,auto,0
32390,82303,729,23,0.2,13,6,personal,0
14161,96465,633,27,0.17,17,4,business,0
33152,25267,705,28,0.57,5,3,business,0
15635,72647,329,3,0.45,7,2,personal,0
41843,147714,834,5,0.33,7,6,education,0
31297,82814,816,17,0.39,15,1,business,0
21836,56025,520,27,0.43,15,3,education,0
25831,141246,793,4,0.22,1,1,home,0
2007,97605,552,17,0.31,12,9,personal,0
27331,20981,620,28,0.25,2,7,home,0
41456,63436,338,4,0.32,18,2,personal,0
11763,38472,764,6,0.4,15,4,home,1
4908,39336,710,22,0.17,7,3,home,0
28573,45587,711,8,0.33,9,4,auto,1
20187,97192,791,2,0.32,3,3,business,0
12957,112862,737,11,0.25,10,7,personal,0
5379,104046,778,19,0.75,2,5,business,0
28959,139500,371,24,0.1,12,0,auto,0
17482,126367,519,13,0.5,7,4,business,1
28105,73013,303,7,0.17,5,0,personal,0
1877,140591,589,11,0.64,4,2,auto,0
49353,104511,679,6,0.69,1,5,education,1
19252,29665,654,23,0.33,15,8,auto,1
32334,47097,379,8,0.63,9,2,personal,1
20049,111277,365,11,0.22,6,3,home,0
18772,72474,435,3,0.15,14,9,business,0
3637,91973,698,4,0.27,2,0,home,0
8242,45185,646,8,0.29,12,9,education,0
43025,95911,358,6,0.33,6,1,home,0
42381,112643,818,13,0.31,13,6,business,0
36651,50484,536,19,0.34,4,7,home,0
34972,148311,378,21,0.55,16,0,auto,0
17928,121165,414,26,0.22,11,8,personal,0
29742,65610,761,16,0.06,6,5,home,0
12831,70807,425,0,0.39,5,0,personal,1
49232,70907,799,24,0.36,1,3,personal,0
20556,77389,401,14,0.09,19,3,personal,0
26343,45835,473,23,0.14,7,6,auto,0
23834,115279,751,14,0.41,18,0,personal,0
47762,116453,391,28,0.21,10,9,home,0
40288,124531,684,0,0.66,10,8,personal,1
34422,73790,504,28,0.17,17,0,auto,0
24205,96960,662,14,0.06,7,9,personal,0
19830,29643,797,26,0.36,1,2,home,0
9412,95846,836,1,0.74,12,0,auto,0
4666,38951,533,28,0.49,17,0,education,0
38045,112104,315,3,0.3,16,3,education,1
21786,35233,440,16,0.06,15,1,home,0
6515,33200,719,15,0.39,19,8,business,0
42973,72275,755,17,0.19,17,0,personal,0
27627,107084,599,20,0.5,4,2,business,0
16198,96068,638,15,0.46,4,1,auto,0
4985,109001,602,7,0.24,3,0,personal,0
46903,41291,375,5,0.1,8,8,business,0
41935,62448,615,21,0.58,9,4,home,0
30475,50580,799,19,0.46,2,5,auto,0
41216,111685,374,1,0.64,19,7,personal,0
20403,41346,665,18,0.23,18,6,education,1
4681,30619,845,12,0.51,16,6,personal,1
27019,125454,695,21,0.13,18,8,auto,0
28586,21766,530,21,0.25,18,2,education,0
43292,23549,327,20,0.51,12,9,home,1
38521,38693,774,5,0.63,2,7,personal,1
40850,82019,594,26,0.27,1,5,business,1
37770,117458,726,5,0.61,16,7,business,1
6629,145284,390,12,0.52,17,3,home,0
28710,127938,414,0,0.29,1,0,auto,0
31328,147673,458,21,0.66,3,2,home,1
13278,120280,557,20,0.41,16,9,auto,0
9417,68328,672,23,0.5,14,2,education,0
35765,97701,389,8,0.4,16,0,auto,1
9963,109100,597,29,0.37,9,4,education,1
49552,120794,330,21,0.64,2,5,personal,0
38292,45301,657,28,0.26,13,8,personal,0
26009,64763,769,11,0.08,5,7,home,0
28675,40765,427,11,0.67,17,3,home,0
37175,64787,569,25,0.63,6,5,personal,1
7731,140675,797,3,0.31,17,2,business,0
41563,27425,712,18,0.18,2,0,education,0
12332,32857,508,15,0.52,7,8,personal,0
20177,72771,605,25,0.11,17,7,business,1
24718,112999,490,11,0.35,8,5,auto,0
3911,42444,656,0,0.11,1,2,personal,0
19799,148489,756,22,0.47,19,4,business,0
16194,61457,748,20,0.07,5,8,personal,1
5951,122280,367,3,0.49,5,6,auto,1
41866,99741,766,8,0.52,1,1,auto,0
29333,20704,659,6,0.39,10,5,education,0
22673,25452,686,9,0.17,10,8,auto,1
49885,131153,427,12,0.12,3,9,auto,1
41870,58862,784,7,0.27,12,0,education,0
6565,81471,543,19,0.38,12,4,personal,0
23821,89217,318,9,0.5,7,8,personal,0
26494,106058,695,27,0.05,16,2,education,0
34941,38300,528,9,0.55,3,2,personal,0
9624,29566,667,7,0.55,7,9,personal,1
48162,27501,357,19,0.36,14,8,business,1
47024,21845,580,14,0.29,4,2,education,0
1835,139342,401,0,0.64,10,8,education,1
19646,59181,347,26,0.6,2,9,home,0
12824,77263,358,14,0.74,16,2,business,0
38335,126294,460,23,0.31,3,7,personal,0
4815,127932,402,16,0.68,15,9,home,1
3429,98766,711,12,0.11,8,8,business,0
42950,83038,482,11,0.34,16,2,personal,0
42886,137778,716,2,0.38,11,0,business,0
45398,103290,415,22,0.36,11,8,auto,0
3607,136616,698,18,0.49,11,6,personal,0
26650,54404,736,28,0.17,1,5,business,0
39698,42564,617,23,0.66,2,3,business,1
33353,117898,549,4,0.44,1,4,home,0
37790,77435,746,2,0.68,19,6,business,1
12991,38227,796,20,0.05,10,8,auto,0
22168,110296,642,4,0.49,19,5,auto,0
32099,147703,726,23,0.34,11,3,business,0
40385,115259,539,27,0.4,12,3,personal,0
36919,144451,358,8,0.57,10,9,home,0
32416,67475,826,5,0.21,7,2,personal,0
6580,37215,502,15,0.19,8,1,business,0
8054,147320,765,9,0.54,11,3,auto,0
25090,91074,595,15,0.41,18,5,education,0
41387,41699,586,2,0.21,16,0,home,1
16823,128621,372,17,0.39,1,1,personal,0
47015,32454,822,10,0.37,6,7,auto,0
38341,68217,636,18,0.53,17,2,personal,0
16339,126759,617,24,0.05,13,0,business,0
4491,148471,502,22,0.46,10,1,personal,1
1706,41711,530,14,0.47,10,2,home,1
32957,35059,356,10,0.57,1,1,education,1
16728,68398,719,26,0.67,7,3,education,0
7997,21286,579,24,0.36,9,3,business,0
39001,54297,604,28,0.29,11,9,home,1
39523,128304,765,21,0.12,2,1,education,0
26163,124959,473,23,0.29,1,0,auto,0
18718,120181,565,9,0.1,12,2,personal,0
22972,128245,546,26,0.61,7,3,business,0
19231,46485,377,8,0.61,19,5,auto,1
40619,79967,552,2,0.34,5,4,business,0
13126,117803,774,22,0.23,12,1,home,0
24595,149745,475,8,0.13,14,3,business,0
41633,74583,720,17,0.65,7,5,education,0
13118,144077,760,11,0.66,8,3,home,0
4317,71630,553,22,0.24,14,6,business,0
45980,131359,819,20,0.49,12,5,auto,0
45115,47086,406,23,0.23,9,5,home,0
44158,36484,470,15,0.21,10,9,home,0
48631,88623,357,3,0.06,10,1,business,0
40828,124132,636,0,0.45,1,6,business,1
16504,142113,641,26,0.15,6,8,home,0
4057,79263,589,12,0.06,14,5,personal,1
27660,38675,383,25,0.12,9,7,personal,1
38196,140155,416,7,0.27,12,5,education,0
1402,80664,833,5,0.52,19,5,home,0
9605,44680,518,28,0.19,12,3,personal,0
16761,37077,401,7,0.67,13,5,auto,1
28043,140474,755,18,0.25,3,9,home,0
34635,58174,825,23,0.28,11,3,personal,0
14779,96968,565,23,0.2,2,9,business,1
16155,23491,586,11,0.23,18,5,auto,0
41978,66126,440,0,0.1,18,0,education,0
34132,131658,705,3,0.26,9,6,personal,0
24851,23392,592,22,0.65,1,1,business,1
16366,82257,330,12,0.53,16,5,auto,1
29408,87804,470,29,0.66,1,8,auto,1
7571,58400,654,26,0.12,5,9,education,0
15017,56551,504,16,0.37,17,2,business,0
40236,48088,777,18,0.21,8,3,personal,0
5150,100015,590,18,0.55,6,4,home,1
46833,45465,410,21,0.73,1,7,auto,1
20423,68155,367,4,0.62,13,9,personal,1
5137,107893,672,27,0.07,18,5,home,0
30992,25969,495,10,0.27,4,7,personal,0
46004,28981,425,6,0.07,15,2,personal,0
29902,41032,561,2,0.08,14,2,auto,0
45921,74091,454,10,0.11,16,8,auto,1
14833,127154,407,16,0.24,5,5,personal,1
2381,44408,722,10,0.26,1,7,personal,0
9154,44241,334,14,0.33,4,3,education,0
35235,67940,343,18,0.33,17,4,home,1
14439,102938,715,7,0.59,6,8,business,0
20122,71105,584,15,0.15,4,6,business,0
24956,111302,746,20,0.16,7,4,education,0
18264,81050,817,14,0.49,1,6,personal,1
45774,23657,326,2,0.45,10,8,personal,1
4149,41230,526,29,0.16,13,2,education,0
25660,38680,724,23,0.65,9,2,business,0
41660,102694,667,5,0.28,14,3,auto,0
21528,104731,609,2,0.31,1,9,auto,0
49904,62340,404,29,0.34,9,6,personal,1
2168,55950,317,4,0.28,6,4,home,1
46124,98515,504,0,0.44,10,4,business,1
36897,27867,342,21,0.32,11,3,home,1
16032,100691,388,13,0.23,7,7,personal,1
36294,98542,456,11,0.68,12,2,business,0
44827,24329,565,12,0.27,12,1,auto,1
4516,108087,433,13,0.54,14,3,auto,1
20751,55865,763,24,0.29,10,7,home,0
31373,86940,431,11,0.35,16,3,business,0
31270,146681,333,22,0.22,4,7,personal,1
11386,57869,382,26,0.58,14,4,education,1
37323,86905,431,12,0.57,2,8,education,0
49780,140185,727,23,0.07,2,1,education,0
15157,124969,503,5,0.09,11,7,personal,1
